,Question ID,Similar Question ID,Question Title
842,337,198,House Robber III
843,337,213,House Robber III
844,338,191,Counting Bits
845,339,364,Nested List Weight Sum
846,339,565,Nested List Weight Sum
847,339,690,Nested List Weight Sum
848,340,3,Longest Substring with At Most K Distinct Characters
849,340,159,Longest Substring with At Most K Distinct Characters
850,340,424,Longest Substring with At Most K Distinct Characters
851,340,1034,Longest Substring with At Most K Distinct Characters
852,340,1046,Longest Substring with At Most K Distinct Characters
853,340,2134,Longest Substring with At Most K Distinct Characters
854,341,251,Flatten Nested List Iterator
855,341,281,Flatten Nested List Iterator
856,341,385,Flatten Nested List Iterator
857,341,565,Flatten Nested List Iterator
858,342,231,Power of Four
859,342,326,Power of Four
860,343,1936,Integer Break
861,344,345,Reverse String
862,344,541,Reverse String
863,345,344,Reverse Vowels of a String
864,345,1089,Reverse Vowels of a String
865,346,2211,Moving Average from Data Stream
866,347,192,Top K Frequent Elements
867,347,215,Top K Frequent Elements
868,347,451,Top K Frequent Elements
869,347,659,Top K Frequent Elements
870,347,692,Top K Frequent Elements
871,347,1014,Top K Frequent Elements
872,347,1919,Top K Frequent Elements
873,348,810,Design Tic-Tac-Toe
874,349,350,Intersection of Two Arrays
875,349,1149,Intersection of Two Arrays
876,349,1392,Intersection of Two Arrays
877,349,2190,Intersection of Two Arrays
878,349,2282,Intersection of Two Arrays
879,350,349,Intersection of Two Arrays II
880,350,1044,Intersection of Two Arrays II
881,350,1392,Intersection of Two Arrays II
882,350,2282,Intersection of Two Arrays II
883,352,228,Data Stream as Disjoint Intervals
884,352,436,Data Stream as Disjoint Intervals
885,352,715,Data Stream as Disjoint Intervals
886,354,300,Russian Doll Envelopes
887,354,2123,Russian Doll Envelopes
888,355,1640,Design Twitter
889,356,149,Line Reflection
890,356,447,Line Reflection
891,358,621,Rearrange String k Distance Apart
892,358,778,Rearrange String k Distance Apart
893,358,2300,Rearrange String k Distance Apart
894,359,362,Logger Rate Limiter
895,360,1019,Sort Transformed Array
896,361,2192,Bomb Enemy
897,361,2200,Bomb Enemy
898,362,359,Design Hit Counter
899,364,339,Nested List Weight Sum II
900,364,565,Nested List Weight Sum II
901,367,69,Valid Perfect Square
902,367,633,Valid Perfect Square
903,369,66,Plus One Linked List
904,370,598,Range Addition
905,370,2385,Range Addition
906,371,2,Sum of Two Integers
907,372,50,Super Pow
908,373,378,Find K Pairs with Smallest Sums
909,373,719,Find K Pairs with Smallest Sums
910,373,2150,Find K Pairs with Smallest Sums
911,374,278,Guess Number Higher or Lower
912,374,375,Guess Number Higher or Lower
913,374,658,Guess Number Higher or Lower
914,375,294,Guess Number Higher or Lower II
915,375,374,Guess Number Higher or Lower II
916,375,464,Guess Number Higher or Lower II
917,375,658,Guess Number Higher or Lower II
918,376,2271,Wiggle Subsequence
919,377,39,Combination Sum IV
920,378,373,Kth Smallest Element in a Sorted Matrix
921,378,668,Kth Smallest Element in a Sorted Matrix
922,378,719,Kth Smallest Element in a Sorted Matrix
923,378,802,Kth Smallest Element in a Sorted Matrix
924,379,1955,Design Phone Directory
925,380,381,Insert Delete GetRandom O(1)
926,381,380,Insert Delete GetRandom O(1) - Duplicates allowed
927,382,398,Linked List Random Node
928,383,691,Ransom Note
929,385,341,Mini Parser
930,385,439,Mini Parser
931,385,722,Mini Parser
932,387,451,First Unique Character in a String
933,389,136,Find the Difference
934,392,808,Is Subsequence
935,392,1051,Is Subsequence
936,394,471,Decode String
937,394,726,Decode String
938,394,1076,Decode String
939,395,2140,Longest Substring with At Least K Repeating Characters
940,395,2209,Longest Substring with At Least K Repeating Characters
941,398,382,Random Pick Index
942,398,894,Random Pick Index
943,398,912,Random Pick Index
944,401,17,Binary Watch
945,401,191,Binary Watch
946,402,321,Remove K Digits
947,402,738,Remove K Digits
948,402,1792,Remove K Digits
949,402,2305,Remove K Digits
950,403,1952,Frog Jump
951,403,2262,Frog Jump
952,406,315,Queue Reconstruction by Height
953,407,42,Trapping Rain Water II
954,408,411,Valid Word Abbreviation
955,408,527,Valid Word Abbreviation
956,408,2184,Valid Word Abbreviation
957,409,266,Longest Palindrome
958,409,2237,Longest Palindrome
959,410,1056,Split Array Largest Sum
960,410,1192,Split Array Largest Sum
961,410,2242,Split Array Largest Sum
962,410,2330,Split Array Largest Sum
963,411,320,Minimum Unique Word Abbreviation
964,411,408,Minimum Unique Word Abbreviation
965,411,527,Minimum Unique Word Abbreviation
966,412,1316,Fizz Buzz
967,413,446,Arithmetic Slices
968,413,1752,Arithmetic Slices
969,414,215,Third Maximum Number
970,415,2,Add Strings
971,415,43,Add Strings
972,415,1031,Add Strings
973,416,698,Partition Equal Subset Sum
974,416,2108,Partition Equal Subset Sum
975,416,2135,Partition Equal Subset Sum
976,416,2162,Partition Equal Subset Sum
977,418,2082,Sentence Screen Fitting
978,421,1826,Maximum XOR of Two Numbers in an Array
979,422,425,Valid Word Square
980,422,777,Valid Word Square
981,424,340,Longest Repeating Character Replacement
982,424,1046,Longest Repeating Character Replacement
983,424,2119,Longest Repeating Character Replacement
984,424,2134,Longest Repeating Character Replacement
985,424,2319,Longest Repeating Character Replacement
986,425,422,Word Squares
987,433,127,Minimum Genetic Mutation
988,435,452,Non-overlapping Intervals
989,436,352,Find Right Interval
990,437,112,Path Sum III
991,437,113,Path Sum III
992,437,666,Path Sum III
993,437,687,Path Sum III
994,438,242,Find All Anagrams in a String
995,438,567,Find All Anagrams in a String
996,439,385,Ternary Expression Parser
997,439,722,Ternary Expression Parser
998,439,736,Ternary Expression Parser
999,442,448,Find All Duplicates in an Array
1000,443,38,String Compression
1001,443,271,String Compression
1002,443,604,String Compression
1003,443,1241,String Compression
1004,444,210,Sequence Reconstruction
1005,445,2,Add Two Numbers II
1006,445,1774,Add Two Numbers II
1007,446,413,Arithmetic Slices II - Subsequence
1008,447,356,Number of Boomerangs
1009,448,41,Find All Numbers Disappeared in an Array
1010,448,442,Find All Numbers Disappeared in an Array
1011,448,2107,Find All Numbers Disappeared in an Array
1012,448,2305,Find All Numbers Disappeared in an Array
1013,449,297,Serialize and Deserialize BST
1014,449,652,Serialize and Deserialize BST
1015,449,765,Serialize and Deserialize BST
1016,450,791,Delete Node in a BST
1017,451,347,Sort Characters By Frequency
1018,451,387,Sort Characters By Frequency
1019,451,1741,Sort Characters By Frequency
1020,452,253,Minimum Number of Arrows to Burst Balloons
1021,452,435,Minimum Number of Arrows to Burst Balloons
1022,453,462,Minimum Moves to Equal Array Elements
1023,453,2263,Minimum Moves to Equal Array Elements
1024,453,2273,Minimum Moves to Equal Array Elements
1025,454,18,4Sum II
1026,459,28,Repeated Substring Pattern
1027,459,686,Repeated Substring Pattern
1028,460,146,LFU Cache
1029,460,588,LFU Cache
1030,461,191,Hamming Distance
1031,461,477,Hamming Distance
1032,462,296,Minimum Moves to Equal Array Elements II
1033,462,453,Minimum Moves to Equal Array Elements II
1034,462,2160,Minimum Moves to Equal Array Elements II
1035,462,2290,Minimum Moves to Equal Array Elements II
1036,463,695,Island Perimeter
1037,463,733,Island Perimeter
1038,463,1104,Island Perimeter
1039,464,294,Can I Win
1040,464,375,Can I Win
1041,464,486,Can I Win
1042,468,752,Validate IP Address
1043,471,394,Encode String with Shortest Length
1044,471,726,Encode String with Shortest Length
1045,472,140,Concatenated Words
1046,474,510,Ones and Zeroes
1047,474,600,Ones and Zeroes
1048,474,2261,Ones and Zeroes
1049,477,461,Total Hamming Distance
1050,480,295,Sliding Window Median
1051,485,487,Max Consecutive Ones
1052,485,1046,Max Consecutive Ones
1053,485,1542,Max Consecutive Ones
1054,485,1999,Max Consecutive Ones
1055,486,464,Predict the Winner
1056,487,485,Max Consecutive Ones II
1057,487,1046,Max Consecutive Ones II
1058,487,2261,Max Consecutive Ones II
1059,490,499,The Maze
1060,490,505,The Maze
1061,491,646,Increasing Subsequences
1062,493,315,Reverse Pairs
1063,493,327,Reverse Pairs
1064,494,282,Target Sum
1065,495,56,Teemo Attacking
1066,495,605,Teemo Attacking
1067,495,649,Teemo Attacking
1068,496,503,Next Greater Element I
1069,496,556,Next Greater Element I
1070,496,739,Next Greater Element I
1071,496,2227,Next Greater Element I
1072,498,2197,Diagonal Traverse
1073,499,490,The Maze III
1074,499,505,The Maze III
1075,501,98,Find Mode in Binary Search Tree
1076,503,496,Next Greater Element II
1077,503,556,Next Greater Element II
1078,505,490,The Maze II
1079,505,499,The Maze II
1080,507,728,Perfect Number
1081,508,572,Most Frequent Subtree Sum
1082,508,2126,Most Frequent Subtree Sum
1083,509,285,Inorder Successor in BST II
1084,510,474,Count Subarrays With More Ones Than Zeros
1085,510,1999,Count Subarrays With More Ones Than Zeros
1086,510,2261,Count Subarrays With More Ones Than Zeros
1087,512,2022,Maximum Alternating Subarray Sum
1088,516,5,Longest Palindromic Subsequence
1089,516,647,Longest Palindromic Subsequence
1090,516,730,Longest Palindromic Subsequence
1091,516,1250,Longest Palindromic Subsequence
1092,516,1822,Longest Palindromic Subsequence
1093,516,1897,Longest Palindromic Subsequence
1094,516,2130,Longest Palindromic Subsequence
1095,518,1393,Coin Change 2
1096,520,2235,Detect Capital
1097,521,522,Longest Uncommon Subsequence I
1098,522,521,Longest Uncommon Subsequence II
1099,523,560,Continuous Subarray Sum
1100,523,2119,Continuous Subarray Sum
1101,523,2240,Continuous Subarray Sum
1102,524,720,Longest Word in Dictionary through Deleting
1103,525,325,Contiguous Array
1104,526,667,Beautiful Arrangement
1105,527,408,Word Abbreviation
1106,527,411,Word Abbreviation
1107,528,19,Swapping Nodes in a Linked List
1108,528,24,Swapping Nodes in a Linked List
1109,528,25,Swapping Nodes in a Linked List
1110,529,2206,Minesweeper
1111,530,532,Minimum Absolute Difference in BST
1112,531,533,Lonely Pixel I
1113,532,530,K-diff Pairs in an Array
1114,532,2116,K-diff Pairs in an Array
1115,532,2150,K-diff Pairs in an Array
1116,533,531,Lonely Pixel II
1117,536,606,Construct Binary Tree from String
1118,539,2266,Minimum Time Difference
1119,541,344,Reverse String II
1120,541,557,Reverse String II
1121,542,550,01 Matrix
1122,542,2259,01 Matrix
1123,543,1665,Diameter of Binary Tree
1124,545,199,Boundary of Binary Tree
1125,546,664,Remove Boxes
1126,546,2247,Remove Boxes
1127,547,323,Number of Provinces
1128,547,657,Number of Provinces
1129,547,734,Number of Provinces
1130,547,737,Number of Provinces
1131,547,1085,Number of Provinces
1132,547,2206,Number of Provinces
1133,548,1678,Split Array with Equal Sum
1134,549,298,Binary Tree Longest Consecutive Sequence II
1135,549,1416,Binary Tree Longest Consecutive Sequence II
1136,550,542,Shortest Path to Get Food
1137,550,1414,Shortest Path to Get Food
1138,551,552,Student Attendance Record I
1139,552,551,Student Attendance Record II
1140,554,2322,Brick Wall
1141,556,496,Next Greater Element III
1142,556,503,Next Greater Element III
1143,556,1997,Next Greater Element III
1144,557,541,Reverse Words in a String III
1145,560,1,Subarray Sum Equals K
1146,560,523,Subarray Sum Equals K
1147,560,713,Subarray Sum Equals K
1148,560,724,Subarray Sum Equals K
1149,560,1016,Subarray Sum Equals K
1150,560,1776,Subarray Sum Equals K
1151,560,2211,Subarray Sum Equals K
1152,560,2369,Subarray Sum Equals K
1153,561,2112,Array Partition I
1154,561,2248,Array Partition I
1155,561,2261,Array Partition I
1156,563,1609,Binary Tree Tilt
1157,564,1375,Find the Closest Palindrome
1158,564,1997,Find the Closest Palindrome
1159,565,339,Array Nesting
1160,565,341,Array Nesting
1161,565,364,Array Nesting
1162,566,2132,Reshape the Matrix
1163,567,76,Permutation in String
1164,567,438,Permutation in String
1165,568,803,Maximum Vacation Days
1166,569,571,Median Employee Salary
1167,571,569,Find Median Given Frequency of Numbers
1168,572,250,Subtree of Another Tree
1169,572,508,Subtree of Another Tree
1170,576,688,Out of Boundary Paths
1171,576,2239,Out of Boundary Paths
1172,577,175,Employee Bonus
1173,583,72,Delete Operation for Two Strings
1174,583,712,Delete Operation for Two Strings
1175,583,1250,Delete Operation for Two Strings
1176,587,2074,Erect the Fence
1177,588,146,Design In-Memory File System
1178,588,460,Design In-Memory File System
1179,588,635,Design In-Memory File System
1180,591,616,Tag Validator
1181,592,640,Fraction Addition and Subtraction
1182,598,370,Range Addition II
1183,599,160,Minimum Index Sum of Two Lists
1184,600,198,Non-negative Integers without Consecutive Ones
1185,600,213,Non-negative Integers without Consecutive Ones
1186,600,474,Non-negative Integers without Consecutive Ones
1187,604,146,Design Compressed String Iterator
1188,604,443,Design Compressed String Iterator
1189,605,495,Can Place Flowers
1190,605,735,Can Place Flowers
1191,606,536,Construct String from Binary Tree
1192,606,652,Construct String from Binary Tree
1193,609,2079,Find Duplicate File in System
1194,611,259,Valid Triangle Number
1195,615,1641,Average Salary: Departments VS Company
1196,616,56,Add Bold Tag in String
1197,616,591,Add Bold Tag in String
1198,621,358,Task Scheduler
1199,621,778,Task Scheduler
1200,621,2084,Task Scheduler
1201,628,152,Maximum Product of Three Numbers
1202,630,207,Course Schedule III
1203,630,210,Course Schedule III
1204,630,2176,Course Schedule III
1205,632,76,Smallest Range Covering Elements from K Lists
1206,633,367,Sum of Square Numbers
1207,635,588,Design Log Storage System
1208,637,102,Average of Levels in Binary Tree
1209,637,107,Average of Levels in Binary Tree
1210,639,91,Decode Ways II
1211,639,2091,Decode Ways II
1212,639,2251,Decode Ways II
1213,640,592,Solve the Equation
1214,640,2328,Solve the Equation
1215,642,208,Design Search Autocomplete System
1216,643,644,Maximum Average Subarray I
1217,643,2211,Maximum Average Subarray I
1218,644,643,Maximum Average Subarray II
1219,645,287,Set Mismatch
1220,646,300,Maximum Length of Pair Chain
1221,646,491,Maximum Length of Pair Chain
1222,647,5,Palindromic Substrings
1223,647,516,Palindromic Substrings
1224,648,208,Replace Words
1225,649,495,Dota2 Senate
1226,650,651,2 Keys Keyboard
1227,650,1033,2 Keys Keyboard
1228,651,650,4 Keys Keyboard
1229,652,297,Find Duplicate Subtrees
1230,652,449,Find Duplicate Subtrees
1231,652,606,Find Duplicate Subtrees
1232,652,2079,Find Duplicate Subtrees
1233,653,1,Two Sum IV - Input is a BST
1234,653,167,Two Sum IV - Input is a BST
1235,653,170,Two Sum IV - Input is a BST
1236,653,1150,Two Sum IV - Input is a BST
1237,654,1040,Maximum Binary Tree
1238,656,198,Coin Path
1239,656,213,Coin Path
1240,657,547,Robot Return to Origin
1241,657,2239,Robot Return to Origin
1242,658,374,Find K Closest Elements
1243,658,375,Find K Closest Elements
1244,658,719,Find K Closest Elements
1245,659,347,Split Array into Consecutive Subsequences
1246,659,1422,Split Array into Consecutive Subsequences
1247,664,546,Strange Printer
1248,664,1696,Strange Printer
1249,665,2205,Non-decreasing Array
1250,666,112,Path Sum IV
1251,666,113,Path Sum IV
1252,666,124,Path Sum IV
1253,666,437,Path Sum IV
1254,667,526,Beautiful Arrangement II
1255,668,378,Kth Smallest Number in Multiplication Table
1256,668,719,Kth Smallest Number in Multiplication Table
1257,668,802,Kth Smallest Number in Multiplication Table
1258,670,321,Maximum Swap
1259,671,230,Second Minimum Node In a Binary Tree
1260,672,319,Bulb Switcher II
1261,672,1491,Bulb Switcher II
1262,673,300,Number of Longest Increasing Subsequence
1263,673,674,Number of Longest Increasing Subsequence
1264,674,673,Longest Continuous Increasing Subsequence
1265,674,727,Longest Continuous Increasing Subsequence
1266,676,208,Implement Magic Dictionary
1267,676,720,Implement Magic Dictionary
1268,677,1333,Map Sum Pairs
1269,678,763,Valid Parenthesis String
1270,678,2221,Valid Parenthesis String
1271,680,125,Valid Palindrome II
1272,680,1178,Valid Palindrome II
1273,682,1720,Baseball Game
1274,684,685,Redundant Connection
1275,684,721,Redundant Connection
1276,684,2246,Redundant Connection
1277,685,684,Redundant Connection II
1278,686,459,Repeated String Match
1279,687,124,Longest Univalue Path
1280,687,250,Longest Univalue Path
1281,687,437,Longest Univalue Path
1282,688,576,Knight Probability in Chessboard
1283,689,123,Maximum Sum of 3 Non-Overlapping Subarrays
1284,690,339,Employee Importance
1285,691,383,Stickers to Spell Word
1286,692,347,Top K Frequent Words
1287,692,1014,Top K Frequent Words
1288,692,1919,Top K Frequent Words
1289,693,191,Binary Number with Alternating Bits
1290,694,200,Number of Distinct Islands
1291,694,711,Number of Distinct Islands
1292,694,2035,Number of Distinct Islands
1293,695,200,Max Area of Island
1294,695,463,Max Area of Island
1295,695,1845,Max Area of Island
1296,695,2206,Max Area of Island
1297,696,271,Count Binary Substrings
1298,697,53,Degree of an Array
1299,698,416,Partition to K Equal Sum Subsets
1300,698,2135,Partition to K Equal Sum Subsets
1301,699,218,Falling Squares
1302,711,694,Number of Distinct Islands II
1303,712,72,Minimum ASCII Delete Sum for Two Strings
1304,712,300,Minimum ASCII Delete Sum for Two Strings
1305,712,583,Minimum ASCII Delete Sum for Two Strings
1306,713,152,Subarray Product Less Than K
1307,713,325,Subarray Product Less Than K
1308,713,560,Subarray Product Less Than K
1309,713,1083,Subarray Product Less Than K
1310,713,2233,Subarray Product Less Than K
1311,714,122,Best Time to Buy and Sell Stock with Transaction Fee
1312,715,56,Range Module
1313,715,57,Range Module
1314,715,352,Range Module
1315,716,155,Max Stack
1316,717,89,1-bit and 2-bit Characters
1317,718,209,Maximum Length of Repeated Subarray
1318,718,2051,Maximum Length of Repeated Subarray
1319,719,373,Find K-th Smallest Pair Distance
1320,719,378,Find K-th Smallest Pair Distance
1321,719,658,Find K-th Smallest Pair Distance
1322,719,668,Find K-th Smallest Pair Distance
1323,719,802,Find K-th Smallest Pair Distance
1324,720,524,Longest Word in Dictionary
1325,720,676,Longest Word in Dictionary
1326,720,2009,Longest Word in Dictionary
1327,721,684,Accounts Merge
1328,721,734,Accounts Merge
1329,721,737,Accounts Merge
1330,722,385,Remove Comments
1331,722,439,Remove Comments
1332,724,560,Find Pivot Index
1333,724,2102,Find Pivot Index
1334,724,2369,Find Pivot Index
1335,725,61,Split Linked List in Parts
1336,725,328,Split Linked List in Parts
1337,726,394,Number of Atoms
1338,726,471,Number of Atoms
1339,726,736,Number of Atoms
1340,727,76,Minimum Window Subsequence
1341,727,674,Minimum Window Subsequence
1342,728,507,Self Dividing Numbers
1343,729,731,My Calendar I
1344,729,732,My Calendar I
1345,730,516,Count Different Palindromic Subsequences
1346,731,729,My Calendar II
1347,731,732,My Calendar II
1348,732,729,My Calendar III
1349,732,731,My Calendar III
1350,733,463,Flood Fill
1351,734,547,Sentence Similarity
1352,734,721,Sentence Similarity
1353,734,737,Sentence Similarity
1354,735,605,Asteroid Collision
1355,735,2245,Asteroid Collision
1356,735,2317,Asteroid Collision
1357,736,439,Parse Lisp Expression
1358,736,726,Parse Lisp Expression
1359,736,781,Parse Lisp Expression
1360,737,547,Sentence Similarity II
1361,737,721,Sentence Similarity II
1362,737,734,Sentence Similarity II
1363,738,402,Monotone Increasing Digits
1364,739,496,Daily Temperatures
1365,739,937,Daily Temperatures
1366,740,198,Delete and Earn
1367,741,64,Cherry Pickup
1368,741,174,Cherry Pickup
1369,741,2189,Cherry Pickup
1370,742,2235,To Lower Case
1371,744,2151,Network Delay Time
1372,744,2171,Network Delay Time
1373,745,2269,Find Smallest Letter Greater Than Target
1374,746,211,Prefix and Suffix Search
1375,747,70,Min Cost Climbing Stairs
1376,748,2274,Largest Number At Least Twice of Others
1377,748,2327,Largest Number At Least Twice of Others
1378,752,93,IP to CIDR
1379,752,468,IP to CIDR
1380,756,42,Pour Water
1381,758,94,Convert Binary Search Tree to Sorted Doubly Linked List
1382,761,56,Employee Free Time
1383,761,1028,Employee Free Time
1384,763,678,Special Binary String
1385,764,102,N-ary Tree Level Order Traversal
1386,764,775,N-ary Tree Level Order Traversal
1387,764,776,N-ary Tree Level Order Traversal
1388,764,2151,N-ary Tree Level Order Traversal
1389,765,297,Serialize and Deserialize N-ary Tree
1390,765,449,Serialize and Deserialize N-ary Tree
1391,765,771,Serialize and Deserialize N-ary Tree
1392,766,114,Flatten a Multilevel Doubly Linked List
1393,766,1796,Flatten a Multilevel Doubly Linked List
1394,767,191,Prime Number of Set Bits in Binary Representation
1395,768,56,Partition Labels
1396,769,221,Largest Plus Sign
1397,770,41,Couples Holding Hands
1398,770,268,Couples Holding Hands
1399,770,884,Couples Holding Hands
1400,771,765,Encode N-ary Tree to Binary Tree
1401,774,104,Maximum Depth of N-ary Tree
1402,774,2151,Maximum Depth of N-ary Tree
1403,775,144,N-ary Tree Preorder Traversal
1404,775,764,N-ary Tree Preorder Traversal
1405,775,776,N-ary Tree Preorder Traversal
1406,776,145,N-ary Tree Postorder Traversal
1407,776,764,N-ary Tree Postorder Traversal
1408,776,775,N-ary Tree Postorder Traversal
1409,777,422,Toeplitz Matrix
1410,778,358,Reorganize String
1411,778,621,Reorganize String
1412,778,1304,Reorganize String
1413,779,780,Max Chunks To Make Sorted II
1414,780,779,Max Chunks To Make Sorted
1415,781,736,Basic Calculator IV
1416,781,785,Basic Calculator IV
1417,783,270,Search in a Binary Search Tree
1418,783,784,Search in a Binary Search Tree
1419,784,783,Insert into a Binary Search Tree
1420,785,224,Basic Calculator III
1421,785,227,Basic Calculator III
1422,785,781,Basic Calculator III
1423,785,1736,Basic Calculator III
1424,786,792,Search in a Sorted Array of Unknown Size
1425,786,1672,Search in a Sorted Array of Unknown Size
1426,788,907,Minimize Max Distance to Gas Station
1427,789,215,Kth Largest Element in a Stream
1428,789,1953,Kth Largest Element in a Stream
1429,789,2207,Kth Largest Element in a Stream
1430,791,450,Split BST
1431,792,786,Binary Search
1432,794,1753,Swim in Rising Water
1433,799,94,Minimum Distance Between BST Nodes
1434,800,78,Letter Case Permutation
1435,800,1076,Letter Case Permutation
1436,802,378,K-th Smallest Prime Fraction
1437,802,668,K-th Smallest Prime Fraction
1438,802,719,K-th Smallest Prime Fraction
1439,803,568,Cheapest Flights Within K Stops
1440,803,2230,Cheapest Flights Within K Stops
1441,805,1727,Escape The Ghosts
1442,808,392,Number of Matching Subsequences
1443,808,1051,Number of Matching Subsequences
1444,808,2186,Number of Matching Subsequences
1445,809,172,Preimage Size of Factorial Zeroes Function
1446,810,348,Valid Tic-Tac-Toe State
1447,813,2090,All Paths From Source to Target
1448,815,1385,Champagne Tower
1449,816,817,Design HashSet
1450,816,1337,Design HashSet
1451,817,816,Design HashMap
1452,817,1337,Design HashMap
1453,819,2234,Minimum Swaps To Make Sequences Increasing
1454,821,2101,Bricks Falling When Hit
1455,821,2322,Bricks Falling When Hit
1456,823,2162,Split Array With Same Average
1457,830,1018,Largest Triangle Area
1458,835,2299,Linked List Components
1459,838,1337,Design Linked List
1460,850,147,Insert into a Sorted Circular Linked List
1461,853,2180,Most Profit Assigning Work
1462,857,2260,Positions of Large Groups
1463,859,860,Design Circular Deque
1464,859,1767,Design Circular Deque
1465,860,859,Design Circular Queue
1466,860,1767,Design Circular Queue
1467,863,1021,Sum of Distances in Tree
1468,863,2175,Sum of Distances in Tree
1469,865,286,Robot Room Cleaner
1470,865,1931,Robot Room Cleaner
1471,865,1959,Robot Room Cleaner
1472,865,2203,Robot Room Cleaner
1473,866,223,Rectangle Overlap
1474,869,2276,Similar String Groups
1475,870,1311,Magic Squares In Grid
1476,871,261,Keys and Rooms
1477,872,306,Split Array into Fibonacci Sequence
1478,872,1013,Split Array into Fibonacci Sequence
1479,874,1720,Backspace String Compare
1480,875,1766,Longest Mountain in Array
1481,875,2205,Longest Mountain in Array
1482,878,1954,Shifting Letters
1483,879,885,Maximize Distance to Closest Person
1484,882,162,Peak Index in a Mountain Array
1485,882,1185,Peak Index in a Mountain Array
1486,882,1766,Peak Index in a Mountain Array
1487,883,1902,Car Fleet
1488,883,2317,Car Fleet
1489,884,770,K-Similar Strings
1490,885,879,Exam Room
1491,889,1777,Buddy Strings
1492,889,1915,Buddy Strings
1493,891,2268,Score After Flipping Matrix
1494,894,398,Random Pick with Blacklist
1495,894,912,Random Pick with Blacklist
1496,894,2107,Random Pick with Blacklist
1497,897,2202,Prime Palindrome
1498,905,1013,Length of Longest Fibonacci Subsequence
1499,906,2178,Walking Robot Simulation
1500,907,788,Koko Eating Bananas
1501,907,1335,Koko Eating Bananas
1502,907,2188,Koko Eating Bananas
1503,908,2216,Middle of the Linked List
1504,908,2236,Middle of the Linked List
1505,909,1685,Stone Game
1506,909,1788,Stone Game
1507,909,1808,Stone Game
1508,909,2002,Stone Game
1509,909,2156,Stone Game
1510,912,398,Random Pick with Weight
1511,912,894,Random Pick with Weight
1512,912,914,Random Pick with Weight
1513,914,912,Random Point in Non-overlapping Rectangles
1514,914,915,Random Point in Non-overlapping Rectangles
1515,915,914,Generate Random Point in a Circle
1516,918,2213,Reachable Nodes In Subdivided Graph
1517,918,2218,Reachable Nodes In Subdivided Graph
1518,920,2190,Uncommon Words from Two Sentences
1519,921,54,Spiral Matrix III
1520,921,59,Spiral Matrix III
1521,923,2031,Super Egg Drop
1522,932,2316,Monotonic Array
1523,937,739,Online Stock Span
1524,941,2283,Sort Array By Parity
1525,941,2327,Sort Array By Parity
1526,943,2227,Sum of Subarray Minimums
1527,947,1483,Online Election
1528,949,1727,Cat and Mouse
1529,951,2138,Partition Array into Disjoint Intervals
1530,957,2095,Minimum Add to Make Parentheses Valid
1531,958,2271,Sort Array By Parity II
1532,958,2283,Sort Array By Parity II
1533,958,2327,Sort Array By Parity II
1534,967,1224,Minimum Falling Path Sum
1535,977,2115,Distinct Subsequences II
1536,978,1766,Valid Mountain Array
1537,982,2329,Minimum Increment to Make Array Unique
1538,989,2276,Largest Component Size by Common Factor
1539,991,2117,Array of Doubled Pairs
1540,993,2162,Tallest Billboard
1541,1005,1609,Univalued Binary Tree
1542,1008,1021,Binary Tree Cameras
1543,1013,70,Fibonacci Number
1544,1013,872,Fibonacci Number
1545,1013,905,Fibonacci Number
1546,1013,1236,Fibonacci Number
1547,1014,215,K Closest Points to Origin
1548,1014,347,K Closest Points to Origin
1549,1014,692,K Closest Points to Origin
1550,1014,1888,K Closest Points to Origin
1551,1016,560,Subarray Sums Divisible by K
1552,1016,1694,Subarray Sums Divisible by K
1553,1018,830,Largest Perimeter Triangle
1554,1019,88,Squares of a Sorted Array
1555,1019,360,Squares of a Sorted Array
1556,1020,53,Longest Turbulent Subarray
1557,1021,863,Distribute Coins in Binary Tree
1558,1021,1008,Distribute Coins in Binary Tree
1559,1022,37,Unique Paths III
1560,1022,63,Unique Paths III
1561,1022,212,Unique Paths III
1562,1023,2161,Time Based Key-Value Store
1563,1025,322,Minimum Cost For Tickets
1564,1028,56,Interval List Intersections
1565,1028,88,Interval List Intersections
1566,1028,761,Interval List Intersections
1567,1030,129,Smallest String Starting From Leaf
1568,1030,257,Smallest String Starting From Leaf
1569,1031,2,Add to Array-Form of Integer
1570,1031,66,Add to Array-Form of Integer
1571,1031,67,Add to Array-Form of Integer
1572,1031,415,Add to Array-Form of Integer
1573,1033,650,Broken Calculator
1574,1034,3,Subarrays with K Different Integers
1575,1034,159,Subarrays with K Different Integers
1576,1034,340,Subarrays with K Different Integers
1577,1034,2186,Subarrays with K Different Integers
1578,1034,2247,Subarrays with K Different Integers
1579,1035,102,Cousins in Binary Tree
1580,1036,286,Rotting Oranges
1581,1036,2206,Rotting Oranges
1582,1037,319,Minimum Number of K Consecutive Bit Flips
1583,1037,2286,Minimum Number of K Consecutive Bit Flips
1584,1038,47,Number of Squareful Arrays
1585,1039,277,Find the Town Judge
1586,1040,654,Maximum Binary Tree II
1587,1042,312,Minimum Cost to Merge Stones
1588,1042,1126,Minimum Cost to Merge Stones
1589,1043,51,Grid Illumination
1590,1044,350,Find Common Characters
1591,1045,20,Check If Word Is Valid After Substitutions
1592,1046,340,Max Consecutive Ones III
1593,1046,424,Max Consecutive Ones III
1594,1046,485,Max Consecutive Ones III
1595,1046,487,Max Consecutive Ones III
1596,1046,2134,Max Consecutive Ones III
